         173281 function calls (164229 primitive calls) in 27.336 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       53    0.000    0.000    0.007    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\cache_key.py:411(_generate_cache_key)
       66    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2857(parentmappers_)
       61    0.000    0.000    0.002    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:617(compare)
       19    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\http\server.py:509(send_header)
       48    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\type_api.py:1014(coerce_compared_value)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\os.py:746(encodekey)
        9    0.000    0.000    0.003    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\http\client.py:224(parse_headers)
       59    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\base.py:827(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\posixpath.py:71(join)
      122    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\ctx.py:396(pop)
        9    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\routing\map.py:360(update)
       71    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:1597(executemany)
      133    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:1752(get_result_processor)
       32    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\strategies.py:582(__init__)
       75    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\traversals.py:470(__init__)
       48    0.000    0.000    0.001    0.000 <string>:1(filter)
        9    0.000    0.000    0.171    0.019 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\app.py:842(dispatch_request)
        6    0.000    0.000    0.003    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\context.py:1179(_setup_for_generate)
      102    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\attributes.py:485(__str__)
       15    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\collections.py:813(prepare_instrumentation)
       30    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:2979(_process_clauses_for_boolean)
       27    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:3125(and_)
      101    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\lexer.py:596(_normalize_newlines)
       10    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\threading.py:236(__init__)
       71    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\base.py:322(_expand_cloned)
       53    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\typing.py:310(is_non_string_iterable)
       53    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\_collections.py:417(to_list)
      149    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\utils.py:51(_has_surrogates)
       12    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\selectable.py:4616(_normalize_froms)
       10    0.000    0.000    0.003    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\parser.py:41(parse)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\json\encoder.py:204(iterencode)
        9    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\ctx.py:309(__init__)
      5/4    0.000    0.000    0.002    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\base.py:132(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\weakref.py:462(items)
      466    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:4831(get_children)
       53    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:1452(<listcomp>)
       70    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:1714(create_cursor)
        9    0.000    0.000    0.179    0.020 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\app.py:1441(wsgi_app)
       18    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\patcher.py:37(restore)
      8/0    0.000    0.000    0.000          C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\socketserver.py:358(finish_request)
       48    0.000    0.000    0.002    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\coercions.py:790(_literal_coercion)
       18    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\green\threading.py:111(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\util\_collections.py:561(_manage_size)
       66    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:3055(<listcomp>)
       41    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\app.py:929(ensure_sync)
       17    0.000    0.000    0.005    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\ddl.py:857(_can_create_table)
       51    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\result.py:1137(scalars)
        5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\ntpath.py:463(normpath)
        9    0.000    0.000    0.011    0.001 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\parser.py:441(parse_macro)
       51    0.000    0.000    0.004    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\result.py:1777(first)
        9    0.000    0.000    0.005    0.001 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1088(emit)
       18    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:912(acquire)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\sansio\response.py:108(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\message.py:459(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\socketserver.py:790(setup)
       14    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\traversals.py:771(visit_type)
       70    0.000    0.000    0.012    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\default.py:918(do_execute)
       52    0.000    0.000    0.066    0.001 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\query.py:235(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\decl_base.py:2050(_add_attribute)
       99    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\query.py:426(_no_statement_condition)
       26    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2572(is_foreign)
       20    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\type_api.py:758(_type_affinity)
        1    0.000    0.000    0.006    0.006 c:\Users\Utilisateur\PycharmProjects\GestionFile\app.py:714(clear_old_patients_table)
       62    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\idtracking.py:50(_define_ref)
       30    0.000    0.000    0.004    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\util.py:260(visit_binary_product)
       16    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\threading.py:359(notify)
       20    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\exceptions.py:198(__init__)
       65    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:1566(_expanded_proxy_set)
       53    0.000    0.000    0.034    0.001 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\elements.py:505(_execute_on_connection)
       60    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:3440(<dictcomp>)
       11    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\app.py:1322(do_teardown_appcontext)
      119    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\cursor.py:794(_merge_cols_by_none)
       45    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\event\attr.py:325(__init__)
        4    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:1022(_find_and_load)
       24    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\engine\cursor.py:496(_merge_cursor_description)
     15/9    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\threading.py:909(start)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\json\__init__.py:13(dumps)
       52    0.000    0.000    0.001    0.000 <string>:1(_connection_for_bind)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\greenthread.py:159(_spawn_n)
        8    0.000    0.000    0.011    0.001 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\sql\compiler.py:827(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\patcher.py:27(__init__)
      134    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\event\attr.py:374(__call__)
      119    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\idtracking.py:116(load)
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:921(_find_spec)
       41    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\inspect.py:308(iscoroutinefunction)
       93    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\semaphore.py:149(__exit__)
     20/1    0.000    0.000    0.063    0.063 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\mapper.py:4175(_configure_registries)
       12    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\encodings\idna.py:147(encode)
       20    0.000    0.000    0.010    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\parser.py:194(parse_statements)
    28/23    0.000    0.000    0.002    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\compiler.py:44(new_func)
     20/5    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\jinja2\runtime.py:260(call)
       48    0.000    0.000    0.005    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\attributes.py:450(operate)
      152    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:254(get)
      9/1    0.000    0.000   24.626   24.626 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\threading.py:992(_bootstrap_inner)
       22    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\werkzeug\datastructures\headers.py:288(set)
       16    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\clsregistry.py:446(_access_cls)
       66    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:3226(<setcomp>)
       50    0.000    0.000    0.002    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\interfaces.py:999(_get_context_loader)
      148    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\email\_policybase.py:311(header_fetch_parse)
    32/13    0.000    0.000    0.063    0.005 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\mapper.py:2380(_check_configure)
       22    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\scoping.py:247(remove)
        9    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\itsdangerous\serializer.py:192(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\attributes.py:2636(register_descriptor)
       11    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\flask\ctx.py:256(pop)
       11    0.000    0.000    0.003    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:759(compile)
       30    0.000    0.000    0.001    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2896(_check_foreign_cols)
       80    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\interfaces.py:799(_parentmapper)
        9    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1549(findCaller)
       29    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\eventlet\semaphore.py:33(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\mapper.py:2847(__clause_element__)
       44    0.000    0.000    0.000    0.000 C:\Users\Utilisateur\PycharmProjects\GestionFile\venv\lib\site-packages\sqlalchemy\orm\relationships.py:2333(<genexpr>)
